0.000000,
-0.127954,
0.285246,
0.255305,
0.957395,
-1.280914,
-0.400285,
-0.319129,
-0.210378,
-0.153943,
-0.076444,
-0.084373,
-0.141850,
-0.138205,
-0.143580,
-0.212248,
-0.232612,
-0.309210,
-0.480171,
0.506116,
0.305058,
0.101394,
0.230778,
0.154225,
0.117503,
0.116310,
0.170601,
0.133509,
0.035713,
-0.024191,
0.099320,
0.018528,
0.318634,
-0.624598,
-0.195523,
-0.156068,
-0.114250,
-0.080311,
-0.031627,
-0.045587,
-0.118599,
-0.137882,
-0.065726,
-0.168320,
-0.139990,
-0.182137,
-0.336267,
1.091411,
0.193019,
0.093151,
0.181794,
0.135088,
0.095529,
0.090664,
0.106750,
0.023432,
0.066943,
0.011888,
0.086929,
-0.027180,
0.070497,
-0.839209,
-0.235584,
-0.199516,
-0.161513,
-0.152519,
-0.110303,
-0.004037,
-0.170644,
-0.054743,
-0.204916,
-0.192073,
-0.228350,
-0.306502,
-0.086404,
2.020010,
0.301411,
0.418199,
0.133436,
0.276930,
0.111160,
0.086008,
-0.058303,
0.087976,
-0.115907,
-0.008723,
-0.136422,
-0.250724,
-0.415500,
1.545634,
-0.806047,
-0.377351,
-0.306284,
0.274921,
0.119062,
-0.201568,
0.041196,
-0.257711,
-0.002773,
-0.403518,
-0.798036,
0.320565,
-0.935729,
20.830911,
0.935461,
1.133210,
0.570430,
0.502878,
0.330195,
-0.387521,
0.316611,
-0.257137,
0.234912,
0.303699,
0.594276,
0.455823,
1.253622,
-21.770988,
2.231303,
0.507366,
0.310314,
-0.614316,
0.641068,
0.132093,
-0.429138,
-0.614212,
0.593724,
-0.075004,
-0.217394,
-1.276859,
-2.022450,
-1.077121,
0.405843,
0.229117,
0.539776,
0.196298,
-0.074414,
0.546207,
0.257182,
0.550994,
0.419548,
0.658104,
0.341469,
1.001485,
1.241767,
11.640593,
-1.874838,
-0.705087,
-0.621407,
-0.546763,
-0.618953,
-0.290733,
-0.469350,
-0.360719,
-0.428661,
-0.341156,
-0.316949,
-0.540114,
-0.342935,
3.889690,
-1.657836,
-0.751445,
-0.613104,
-0.622215,
-0.851515,
-0.761831,
-0.878490,
-0.964375,
-1.374282,
-1.419385,
-1.797046,
-2.779539,
-5.869074,
-34.266071,
8.760211,
3.202891,
1.852090,
1.464848,
1.228150,
0.930447,
0.831696,
0.645244,
0.497455,
0.417829,
0.429715,
0.211197,
-0.484070,
